,tweet,label,casefolding,cleaning,tokenization,tokens_freqdist,stopword_removal,converting,stemming
248,"Setelah Semarang, Panglima TNI & Kapolri Lanjutkan Serbuan Vaksinasi ke Surabaya  via @holopiscom @TjahjantoHadi @Puspen_TNI @DivHumas_Polri #VaksinasiNasional #VaksinCOVID19 #holopiscom",1,"setelah semarang, panglima tni & kapolri lanjutkan serbuan vaksinasi ke surabaya  via @holopiscom @tjahjantohadi @puspen_tni @divhumas_polri #vaksinasinasional #vaksincovid19 #holopiscom",setelah semarang panglima tni  kapolri lanjutkan serbuan vaksinasi ke surabaya via tni polri vaksinasinasional vaksincovid holopiscom,"['setelah', 'semarang', 'panglima', 'tni', 'kapolri', 'lanjutkan', 'serbuan', 'vaksinasi', 'ke', 'surabaya', 'via', 'tni', 'polri', 'vaksinasinasional', 'vaksincovid', 'holopiscom']",<FreqDist with 15 samples and 16 outcomes>,"['semarang', 'panglima', 'tni', 'kapolri', 'lanjutkan', 'serbuan', 'vaksinasi', 'surabaya', 'tni', 'polri', 'vaksinasinasional', 'vaksincovid', 'holopiscom']","['semarang', 'panglima', 'tni', 'kapolri', 'lanjutkan', 'serbuan', 'vaksinasi', 'surabaya', 'tni', 'polri', 'vaksinasinasional', 'vaksincovid', 'holopiscom']","['semarang', 'panglima', 'tni', 'kapolri', 'lanjut', 'serbu', 'vaksinasi', 'surabaya', 'tni', 'polri', 'vaksinasinasional', 'vaksincovid', 'holopiscom']"
249,Epidemiolog menghimbau masyarakat agar tak perlu panik terkait isu vaksin astrazeneca. #VaksinasiNasional,1,epidemiolog menghimbau masyarakat agar tak perlu panik terkait isu vaksin astrazeneca. #vaksinasinasional,epidemiolog menghimbau masyarakat agar tak perlu panik terkait isu vaksin astrazeneca vaksinasinasional,"['epidemiolog', 'menghimbau', 'masyarakat', 'agar', 'tak', 'perlu', 'panik', 'terkait', 'isu', 'vaksin', 'astrazeneca', 'vaksinasinasional']",<FreqDist with 12 samples and 12 outcomes>,"['epidemiolog', 'menghimbau', 'masyarakat', 'panik', 'terkait', 'isu', 'vaksin', 'astrazeneca', 'vaksinasinasional']","['epidemiolog', 'menghimbau', 'masyarakat', 'panik', 'terkait', 'isu', 'vaksin', 'astrazeneca', 'vaksinasinasional']","['epidemiolog', 'menghimbau', 'masyarakat', 'panik', 'kait', 'isu', 'vaksin', 'astrazeneca', 'vaksinasinasional']"
250,"""SEMUA nantinya bisa terlindungi dan tidak terpapar oleh Covid, sehingga bisa beraktivitas seperti biasa"", harap Presiden RI Joko Widodo yang menyaksikan proses vaksinasi dan beramahtamah dengan mereka. #jokowi @jokowi #VaksinasiNasional #vaksinuntukkita",1,"""semua nantinya bisa terlindungi dan tidak terpapar oleh covid, sehingga bisa beraktivitas seperti biasa"", harap presiden ri joko widodo yang menyaksikan proses vaksinasi dan beramahtamah dengan mereka. #jokowi @jokowi #vaksinasinasional #vaksinuntukkita",semua nantinya bisa terlindungi dan tidak terpapar oleh covid sehingga bisa beraktivitas seperti biasa harap presiden ri joko widodo yang menyaksikan proses vaksinasi dan beramahtamah dengan mereka jokowi vaksinasinasional vaksinuntukkita,"['semua', 'nantinya', 'bisa', 'terlindungi', 'dan', 'tidak', 'terpapar', 'oleh', 'covid', 'sehingga', 'bisa', 'beraktivitas', 'seperti', 'biasa', 'harap', 'presiden', 'ri', 'joko', 'widodo', 'yang', 'menyaksikan', 'proses', 'vaksinasi', 'dan', 'beramahtamah', 'dengan', 'mereka', 'jokowi', 'vaksinasinasional', 'vaksinuntukkita']",<FreqDist with 28 samples and 30 outcomes>,"['terlindungi', 'terpapar', 'covid', 'beraktivitas', 'harap', 'presiden', 'ri', 'joko', 'widodo', 'menyaksikan', 'proses', 'vaksinasi', 'beramahtamah', 'jokowi', 'vaksinasinasional', 'vaksinuntukkita']","['terlindungi', 'terpapar', 'covid', 'beraktivitas', 'harap', 'presiden', 'indonesia', 'joko', 'widodo', 'menyaksikan', 'proses', 'vaksinasi', 'beramahtamah', 'jokowi', 'vaksinasinasional', 'vaksinuntukkita']","['lindung', 'papar', 'covid', 'aktivitas', 'harap', 'presiden', 'indonesia', 'joko', 'widodo', 'saksi', 'proses', 'vaksinasi', 'beramahtamah', 'jokowi', 'vaksinasinasional', 'vaksinuntukkita']"
251,Yuk buat kebal dari covid-19 dengan vaksinasi #CikeasPelindungRadikal #VaksinasiNasional RT @Mammank16: Ayo vaksin dan patuh selalu protokol kesehatan,1,yuk buat kebal dari covid-19 dengan vaksinasi #cikeaspelindungradikal #vaksinasinasional rt @mammank16: ayo vaksin dan patuh selalu protokol kesehatan,yuk buat kebal dari covid dengan vaksinasi cikeaspelindungradikal vaksinasinasional rt  ayo vaksin dan patuh selalu protokol kesehatan,"['yuk', 'buat', 'kebal', 'dari', 'covid', 'dengan', 'vaksinasi', 'cikeaspelindungradikal', 'vaksinasinasional', 'rt', 'ayo', 'vaksin', 'dan', 'patuh', 'selalu', 'protokol', 'kesehatan']",<FreqDist with 17 samples and 17 outcomes>,"['yuk', 'kebal', 'covid', 'vaksinasi', 'cikeaspelindungradikal', 'vaksinasinasional', 'ayo', 'vaksin', 'patuh', 'protokol', 'kesehatan']","['yuk', 'kebal', 'covid', 'vaksinasi', 'cikeaspelindungradikal', 'vaksinasinasional', 'ayo', 'vaksin', 'patuh', 'protokol', 'kesehatan']","['yuk', 'kebal', 'covid', 'vaksinasi', 'cikeaspelindungradikal', 'vaksinasinasional', 'ayo', 'vaksin', 'patuh', 'protokol', 'sehat']"
252,Top News Koran Rakyat Merdeka Vaksin Covid-19 Untuk Semua Warga Indonesia Penyandang Disabilitas Layak Dapat Kesetaraan Vaksinasi #Vaksinasi #Vaksin #VaksinasiNasional #Nasional #Corona #coronavirus #COVID19 #Covid_19 #COVID #RakyatMerdeka #RMid,1,top news koran rakyat merdeka vaksin covid-19 untuk semua warga indonesia penyandang disabilitas layak dapat kesetaraan vaksinasi #vaksinasi #vaksin #vaksinasinasional #nasional #corona #coronavirus #covid19 #covid_19 #covid #rakyatmerdeka #rmid,top news koran rakyat merdeka vaksin covid untuk semua warga indonesia penyandang disabilitas layak dapat kesetaraan vaksinasi vaksinasi vaksin vaksinasinasional nasional corona coronavirus covid covid covid rakyatmerdeka rmid,"['top', 'news', 'koran', 'rakyat', 'merdeka', 'vaksin', 'covid', 'untuk', 'semua', 'warga', 'indonesia', 'penyandang', 'disabilitas', 'layak', 'dapat', 'kesetaraan', 'vaksinasi', 'vaksinasi', 'vaksin', 'vaksinasinasional', 'nasional', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']",<FreqDist with 23 samples and 28 outcomes>,"['koran', 'rakyat', 'merdeka', 'vaksin', 'covid', 'warga', 'indonesia', 'penyandang', 'disabilitas', 'layak', 'kesetaraan', 'vaksinasi', 'vaksinasi', 'vaksin', 'vaksinasinasional', 'nasional', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']","['koran', 'rakyat', 'merdeka', 'vaksin', 'covid', 'warga', 'indonesia', 'penyandang', 'disabilitas', 'layak', 'kesetaraan', 'vaksinasi', 'vaksinasi', 'vaksin', 'vaksinasinasional', 'nasional', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']","['koran', 'rakyat', 'merdeka', 'vaksin', 'covid', 'warga', 'indonesia', 'sandang', 'disabilitas', 'layak', 'tara', 'vaksinasi', 'vaksinasi', 'vaksin', 'vaksinasinasional', 'nasional', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']"
253,"Lebih dari 4,7 Juta Orang Telah Divaksin  #Vaksin #Covid19 #VaksinasiNasional #indoposco",1,"lebih dari 4,7 juta orang telah divaksin  #vaksin #covid19 #vaksinasinasional #indoposco",lebih dari  juta orang telah divaksin vaksin covid vaksinasinasional indoposco,"['lebih', 'dari', 'juta', 'orang', 'telah', 'divaksin', 'vaksin', 'covid', 'vaksinasinasional', 'indoposco']",<FreqDist with 10 samples and 10 outcomes>,"['juta', 'divaksin', 'vaksin', 'covid', 'vaksinasinasional', 'indoposco']","['juta', 'divaksin', 'vaksin', 'covid', 'vaksinasinasional', 'indoposco']","['juta', 'vaksin', 'vaksin', 'covid', 'vaksinasinasional', 'indoposco']"
254,Alhamdulillah Sudah menerima Vaksin tahap I #VaksinasiCovid19 #VaksinasiNasional,1,alhamdulillah sudah menerima vaksin tahap i #vaksinasicovid19 #vaksinasinasional,alhamdulillah sudah menerima vaksin tahap i vaksinasicovid vaksinasinasional,"['alhamdulillah', 'sudah', 'menerima', 'vaksin', 'tahap', 'i', 'vaksinasicovid', 'vaksinasinasional']",<FreqDist with 8 samples and 8 outcomes>,"['alhamdulillah', 'menerima', 'vaksin', 'tahap', 'vaksinasicovid', 'vaksinasinasional']","['alhamdulillah', 'menerima', 'vaksin', 'tahap', 'vaksinasicovid', 'vaksinasinasional']","['alhamdulillah', 'terima', 'vaksin', 'tahap', 'vaksinasicovid', 'vaksinasinasional']"
255,wah keren nih BUMN bikin sentra vaksinasi di senayan. #vaksinasinasional #BUMNuntuknegeri #IndonesiaKita,1,wah keren nih bumn bikin sentra vaksinasi di senayan. #vaksinasinasional #bumnuntuknegeri #indonesiakita,wah keren nih bumn bikin sentra vaksinasi di senayan vaksinasinasional bumnuntuknegeri indonesiakita,"['wah', 'keren', 'nih', 'bumn', 'bikin', 'sentra', 'vaksinasi', 'di', 'senayan', 'vaksinasinasional', 'bumnuntuknegeri', 'indonesiakita']",<FreqDist with 12 samples and 12 outcomes>,"['keren', 'bumn', 'sentra', 'vaksinasi', 'senayan', 'vaksinasinasional', 'bumnuntuknegeri', 'indonesiakita']","['keren', 'bumn', 'sentra', 'vaksinasi', 'senayan', 'vaksinasinasional', 'bumnuntuknegeri', 'indonesiakita']","['keren', 'bumn', 'sentra', 'vaksinasi', 'senayan', 'vaksinasinasional', 'bumnuntuknegeri', 'indonesiakita']"
256,Sebanyak 300 Orang Guru di Padaherang Jalani Vaksinasi Tahap 2  via @PoskotaJ #VaksinasiNasional #info #BeritaTerkini #covid19 #poskotajabar,1,sebanyak 300 orang guru di padaherang jalani vaksinasi tahap 2  via @poskotaj #vaksinasinasional #info #beritaterkini #covid19 #poskotajabar,sebanyak  orang guru di padaherang jalani vaksinasi tahap  via vaksinasinasional info beritaterkini covid poskotajabar,"['sebanyak', 'orang', 'guru', 'di', 'padaherang', 'jalani', 'vaksinasi', 'tahap', 'via', 'vaksinasinasional', 'info', 'beritaterkini', 'covid', 'poskotajabar']",<FreqDist with 14 samples and 14 outcomes>,"['guru', 'padaherang', 'jalani', 'vaksinasi', 'tahap', 'vaksinasinasional', 'info', 'beritaterkini', 'covid', 'poskotajabar']","['guru', 'padaherang', 'jalani', 'vaksinasi', 'tahap', 'vaksinasinasional', 'info', 'beritaterkini', 'covid', 'poskotajabar']","['guru', 'padaherang', 'jalan', 'vaksinasi', 'tahap', 'vaksinasinasional', 'info', 'beritaterkini', 'covid', 'poskotajabar']"
257,Disiplin prokes setelah di vaksin yaa #VaksinasiNasional,1,disiplin prokes setelah di vaksin yaa #vaksinasinasional,disiplin prokes setelah di vaksin yaa vaksinasinasional,"['disiplin', 'prokes', 'setelah', 'di', 'vaksin', 'yaa', 'vaksinasinasional']",<FreqDist with 7 samples and 7 outcomes>,"['disiplin', 'prokes', 'vaksin', 'vaksinasinasional']","['disiplin', 'prokes', 'vaksin', 'vaksinasinasional']","['disiplin', 'prokes', 'vaksin', 'vaksinasinasional']"
258,Indonesia mengajukan usul untuk menjadi pusat vaksin di Asia Tenggara dalam konteks kerjasama vaksin jangka panjang #VaksinasiNasional,1,indonesia mengajukan usul untuk menjadi pusat vaksin di asia tenggara dalam konteks kerjasama vaksin jangka panjang #vaksinasinasional,indonesia mengajukan usul untuk menjadi pusat vaksin di asia tenggara dalam konteks kerjasama vaksin jangka panjang vaksinasinasional,"['indonesia', 'mengajukan', 'usul', 'untuk', 'menjadi', 'pusat', 'vaksin', 'di', 'asia', 'tenggara', 'dalam', 'konteks', 'kerjasama', 'vaksin', 'jangka', 'panjang', 'vaksinasinasional']",<FreqDist with 16 samples and 17 outcomes>,"['indonesia', 'mengajukan', 'usul', 'pusat', 'vaksin', 'asia', 'tenggara', 'konteks', 'kerjasama', 'vaksin', 'jangka', 'vaksinasinasional']","['indonesia', 'mengajukan', 'usul', 'pusat', 'vaksin', 'asia', 'tenggara', 'konteks', 'kerjasama', 'vaksin', 'jangka', 'vaksinasinasional']","['indonesia', 'aju', 'usul', 'pusat', 'vaksin', 'asia', 'tenggara', 'konteks', 'kerjasama', 'vaksin', 'jangka', 'vaksinasinasional']"
259,"Dukung Vaksin Mandiri, JK: Ringankan Beban Pemerintah #VaksinasiNasional",1,"dukung vaksin mandiri, jk: ringankan beban pemerintah #vaksinasinasional",dukung vaksin mandiri jk ringankan beban pemerintah vaksinasinasional,"['dukung', 'vaksin', 'mandiri', 'jk', 'ringankan', 'beban', 'pemerintah', 'vaksinasinasional']",<FreqDist with 8 samples and 8 outcomes>,"['dukung', 'vaksin', 'mandiri', 'jk', 'ringankan', 'beban', 'pemerintah', 'vaksinasinasional']","['dukung', 'vaksin', 'mandiri', 'jk', 'ringankan', 'beban', 'pemerintah', 'vaksinasinasional']","['dukung', 'vaksin', 'mandiri', 'jk', 'ringan', 'beban', 'perintah', 'vaksinasinasional']"
260,Ayo terapkan 5M yaaa #VaksinasiNasional #vaksinsuksesakhiripandemi #StayHome,1,ayo terapkan 5m yaaa #vaksinasinasional #vaksinsuksesakhiripandemi #stayhome,ayo terapkan m yaaa vaksinasinasional vaksinsuksesakhiripandemi stayhome,"['ayo', 'terapkan', 'm', 'yaaa', 'vaksinasinasional', 'vaksinsuksesakhiripandemi', 'stayhome']",<FreqDist with 7 samples and 7 outcomes>,"['ayo', 'terapkan', 'vaksinasinasional', 'vaksinsuksesakhiripandemi', 'stayhome']","['ayo', 'terapkan', 'vaksinasinasional', 'vaksinsuksesakhiripandemi', 'stayhome']","['ayo', 'terap', 'vaksinasinasional', 'vaksinsuksesakhiripandemi', 'stayhome']"
261,"TOKOH lintas agama diutamakan oleh Presiden RI Joko Widodo, agar aktifitasnya dalam rangka keagamaan bisa berjalan baik. #jokowi #VaksinasiNasional @jokowi",1,"tokoh lintas agama diutamakan oleh presiden ri joko widodo, agar aktifitasnya dalam rangka keagamaan bisa berjalan baik. #jokowi #vaksinasinasional @jokowi",tokoh lintas agama diutamakan oleh presiden ri joko widodo agar aktifitasnya dalam rangka keagamaan bisa berjalan baik jokowi vaksinasinasional,"['tokoh', 'lintas', 'agama', 'diutamakan', 'oleh', 'presiden', 'ri', 'joko', 'widodo', 'agar', 'aktifitasnya', 'dalam', 'rangka', 'keagamaan', 'bisa', 'berjalan', 'baik', 'jokowi', 'vaksinasinasional']",<FreqDist with 19 samples and 19 outcomes>,"['tokoh', 'lintas', 'agama', 'diutamakan', 'presiden', 'ri', 'joko', 'widodo', 'aktifitasnya', 'rangka', 'keagamaan', 'berjalan', 'jokowi', 'vaksinasinasional']","['tokoh', 'lintas', 'agama', 'diutamakan', 'presiden', 'indonesia', 'joko', 'widodo', 'aktifitasnya', 'rangka', 'keagamaan', 'berjalan', 'jokowi', 'vaksinasinasional']","['tokoh', 'lintas', 'agama', 'utama', 'presiden', 'indonesia', 'joko', 'widodo', 'aktifitasnya', 'rangka', 'agama', 'jalan', 'jokowi', 'vaksinasinasional']"
262,sudah vaksin #vaksincovid19 #VaksinasiNasional @CokelatErnest,1,sudah vaksin #vaksincovid19 #vaksinasinasional @cokelaternest,sudah vaksin vaksincovid vaksinasinasional,"['sudah', 'vaksin', 'vaksincovid', 'vaksinasinasional']",<FreqDist with 4 samples and 4 outcomes>,"['vaksin', 'vaksincovid', 'vaksinasinasional']","['vaksin', 'vaksincovid', 'vaksinasinasional']","['vaksin', 'vaksincovid', 'vaksinasinasional']"
263,".Hari-hari saya check sekiranya tersenarai sbgai penerima vaccine, malangnya blom ada rezeki. Perlukah saya mendaftar di #lantaiempat ??#VaksinasiNasional",0,".hari-hari saya check sekiranya tersenarai sbgai penerima vaccine, malangnya blom ada rezeki. perlukah saya mendaftar di #lantaiempat ??#vaksinasinasional",harihari saya check sekiranya tersenarai sbgai penerima vaccine malangnya blom ada rezeki perlukah saya mendaftar di lantaiempat vaksinasinasional,"['harihari', 'saya', 'check', 'sekiranya', 'tersenarai', 'sbgai', 'penerima', 'vaccine', 'malangnya', 'blom', 'ada', 'rezeki', 'perlukah', 'saya', 'mendaftar', 'di', 'lantaiempat', 'vaksinasinasional']",<FreqDist with 17 samples and 18 outcomes>,"['harihari', 'check', 'tersenarai', 'sbgai', 'penerima', 'vaccine', 'malangnya', 'blom', 'rezeki', 'mendaftar', 'lantaiempat', 'vaksinasinasional']","['harihari', 'check', 'tersenarai', 'sebagai', 'penerima', 'vaksin', 'malangnya', 'belum', 'rezeki', 'mendaftar', 'lantaiempat', 'vaksinasinasional']","['harihari', 'check', 'senarai', 'bagai', 'terima', 'vaksin', 'malang', 'belum', 'rezeki', 'daftar', 'lantaiempat', 'vaksinasinasional']"
264,"Guru Paruh Baya di Kota Padang Dikabarkan Pingsan usai Vaksin, Ini Faktanya  #padang #sumbar #VaksinasiNasional #VaksinUntukIndonesia",0,"guru paruh baya di kota padang dikabarkan pingsan usai vaksin, ini faktanya  #padang #sumbar #vaksinasinasional #vaksinuntukindonesia",guru paruh baya di kota padang dikabarkan pingsan usai vaksin ini faktanya padang sumbar vaksinasinasional vaksinuntukindonesia,"['guru', 'paruh', 'baya', 'di', 'kota', 'padang', 'dikabarkan', 'pingsan', 'usai', 'vaksin', 'ini', 'faktanya', 'padang', 'sumbar', 'vaksinasinasional', 'vaksinuntukindonesia']",<FreqDist with 15 samples and 16 outcomes>,"['guru', 'paruh', 'baya', 'kota', 'padang', 'dikabarkan', 'pingsan', 'vaksin', 'faktanya', 'padang', 'sumbar', 'vaksinasinasional', 'vaksinuntukindonesia']","['guru', 'paruh', 'baya', 'kota', 'padang', 'dikabarkan', 'pingsan', 'vaksin', 'faktanya', 'padang', 'sumbar', 'vaksinasinasional', 'vaksinuntukindonesia']","['guru', 'paruh', 'baya', 'kota', 'padang', 'kabar', 'pingsan', 'vaksin', 'fakta', 'padang', 'sumbar', 'vaksinasinasional', 'vaksinuntukindonesia']"
265,"pemerintah tolong ini perusahaan swasta emng gk dpat vaksin atau gimna ya, udh 2 org aja ni yg positif repot juga jdinya kalo partner gk ada. #VaksinasiNasional #COVID19",0,"pemerintah tolong ini perusahaan swasta emng gk dpat vaksin atau gimna ya, udh 2 org aja ni yg positif repot juga jdinya kalo partner gk ada. #vaksinasinasional #covid19",pemerintah tolong ini perusahaan swasta emng gk dpat vaksin atau gimna ya udh  org aja ni yg positif repot juga jdinya kalo partner gk ada vaksinasinasional covid,"['pemerintah', 'tolong', 'ini', 'perusahaan', 'swasta', 'emng', 'gk', 'dpat', 'vaksin', 'atau', 'gimna', 'ya', 'udh', 'org', 'aja', 'ni', 'yg', 'positif', 'repot', 'juga', 'jdinya', 'kalo', 'partner', 'gk', 'ada', 'vaksinasinasional', 'covid']",<FreqDist with 26 samples and 27 outcomes>,"['pemerintah', 'tolong', 'perusahaan', 'swasta', 'emng', 'gk', 'dpat', 'vaksin', 'gimna', 'udh', 'org', 'aja', 'ni', 'positif', 'repot', 'jdinya', 'partner', 'gk', 'vaksinasinasional', 'covid']","['pemerintah', 'tolong', 'perusahaan', 'swasta', 'emng', 'tidak', 'dpat', 'vaksin', 'bagaimana', 'sudah', 'orang', 'aja', 'ini', 'positif', 'repot', 'jadi', 'partner', 'tidak', 'vaksinasinasional', 'covid']","['perintah', 'tolong', 'usaha', 'swasta', 'emng', 'tidak', 'dpat', 'vaksin', 'bagaimana', 'sudah', 'orang', 'aja', 'ini', 'positif', 'repot', 'jadi', 'partner', 'tidak', 'vaksinasinasional', 'covid']"
266,"Ayo mari kita vaksin, agar keluarga anda bisa memutuskan rantai penyebaran covid-19 #VaksinasiNasional #VaksinSelamatkanBangsa",1,"ayo mari kita vaksin, agar keluarga anda bisa memutuskan rantai penyebaran covid-19 #vaksinasinasional #vaksinselamatkanbangsa",ayo mari kita vaksin agar keluarga anda bisa memutuskan rantai penyebaran covid vaksinasinasional vaksinselamatkanbangsa,"['ayo', 'mari', 'kita', 'vaksin', 'agar', 'keluarga', 'anda', 'bisa', 'memutuskan', 'rantai', 'penyebaran', 'covid', 'vaksinasinasional', 'vaksinselamatkanbangsa']",<FreqDist with 14 samples and 14 outcomes>,"['ayo', 'mari', 'vaksin', 'keluarga', 'memutuskan', 'rantai', 'penyebaran', 'covid', 'vaksinasinasional', 'vaksinselamatkanbangsa']","['ayo', 'mari', 'vaksin', 'keluarga', 'memutuskan', 'rantai', 'penyebaran', 'covid', 'vaksinasinasional', 'vaksinselamatkanbangsa']","['ayo', 'mari', 'vaksin', 'keluarga', 'putus', 'rantai', 'sebar', 'covid', 'vaksinasinasional', 'vaksinselamatkanbangsa']"
267,Dukung pemerintah kembangkan vaksin merah putih. #VaksinasiNasional,1,dukung pemerintah kembangkan vaksin merah putih. #vaksinasinasional,dukung pemerintah kembangkan vaksin merah putih vaksinasinasional,"['dukung', 'pemerintah', 'kembangkan', 'vaksin', 'merah', 'putih', 'vaksinasinasional']",<FreqDist with 7 samples and 7 outcomes>,"['dukung', 'pemerintah', 'kembangkan', 'vaksin', 'merah', 'putih', 'vaksinasinasional']","['dukung', 'pemerintah', 'kembangkan', 'vaksin', 'merah', 'putih', 'vaksinasinasional']","['dukung', 'perintah', 'kembang', 'vaksin', 'merah', 'putih', 'vaksinasinasional']"
268,Kebijakan impor beras kali ini untuk penuhi kebutuhan masyarakat akibat pandemi Covid-19. Jangan asal tuduh #Jokowi #VaksinasiNasional,0,kebijakan impor beras kali ini untuk penuhi kebutuhan masyarakat akibat pandemi covid-19. jangan asal tuduh #jokowi #vaksinasinasional,kebijakan impor beras kali ini untuk penuhi kebutuhan masyarakat akibat pandemi covid jangan asal tuduh jokowi vaksinasinasional,"['kebijakan', 'impor', 'beras', 'kali', 'ini', 'untuk', 'penuhi', 'kebutuhan', 'masyarakat', 'akibat', 'pandemi', 'covid', 'jangan', 'asal', 'tuduh', 'jokowi', 'vaksinasinasional']",<FreqDist with 17 samples and 17 outcomes>,"['kebijakan', 'impor', 'beras', 'penuhi', 'kebutuhan', 'masyarakat', 'akibat', 'pandemi', 'covid', 'tuduh', 'jokowi', 'vaksinasinasional']","['kebijakan', 'impor', 'beras', 'penuhi', 'kebutuhan', 'masyarakat', 'akibat', 'pandemi', 'covid', 'tuduh', 'jokowi', 'vaksinasinasional']","['bijak', 'impor', 'beras', 'penuh', 'butuh', 'masyarakat', 'akibat', 'pandemi', 'covid', 'tuduh', 'jokowi', 'vaksinasinasional']"
269,Top News Koran Rakyat Merdeka Vaksin Made In Terawan Kulitnya: Nusantara Jeroannya: Amerika @BPOM_RI #vaksinnusantara #VaksinUntukKita #VaksinasiNasional #vaksin #Terawan #DPR #Vaksin #Corona #coronavirus #COVID19 #Covid_19 #COVID #RakyatMerdeka #RMid,0,top news koran rakyat merdeka vaksin made in terawan kulitnya: nusantara jeroannya: amerika @bpom_ri #vaksinnusantara #vaksinuntukkita #vaksinasinasional #vaksin #terawan #dpr #vaksin #corona #coronavirus #covid19 #covid_19 #covid #rakyatmerdeka #rmid,top news koran rakyat merdeka vaksin made in terawan kulitnya nusantara jeroannya amerika ri vaksinnusantara vaksinuntukkita vaksinasinasional vaksin terawan dpr vaksin corona coronavirus covid covid covid rakyatmerdeka rmid,"['top', 'news', 'koran', 'rakyat', 'merdeka', 'vaksin', 'made', 'in', 'terawan', 'kulitnya', 'nusantara', 'jeroannya', 'amerika', 'ri', 'vaksinnusantara', 'vaksinuntukkita', 'vaksinasinasional', 'vaksin', 'terawan', 'dpr', 'vaksin', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']",<FreqDist with 23 samples and 28 outcomes>,"['koran', 'rakyat', 'merdeka', 'vaksin', 'made', 'in', 'terawan', 'kulitnya', 'nusantara', 'jeroannya', 'amerika', 'ri', 'vaksinnusantara', 'vaksinuntukkita', 'vaksinasinasional', 'vaksin', 'terawan', 'dpr', 'vaksin', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']","['koran', 'rakyat', 'merdeka', 'vaksin', 'made', 'in', 'terawan', 'kulitnya', 'nusantara', 'jeroannya', 'amerika', 'indonesia', 'vaksinnusantara', 'vaksinuntukkita', 'vaksinasinasional', 'vaksin', 'terawan', 'dpr', 'vaksin', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']","['koran', 'rakyat', 'merdeka', 'vaksin', 'made', 'in', 'awan', 'kulit', 'nusantara', 'jeroan', 'amerika', 'indonesia', 'vaksinnusantara', 'vaksinuntukkita', 'vaksinasinasional', 'vaksin', 'awan', 'dpr', 'vaksin', 'corona', 'coronavirus', 'covid', 'covid', 'covid', 'rakyatmerdeka', 'rmid']"
270,"liat orang2 lg divaksin enak bgt pada buka hp buat selfie/ngeshoot video. aq mah apa, boro2 buka hp, buka mata buat liat jarum aja ogahh 🥺 #VaksinasiNasional #vaksinmembawadampakbaik",0,"liat orang2 lg divaksin enak bgt pada buka hp buat selfie/ngeshoot video. aq mah apa, boro2 buka hp, buka mata buat liat jarum aja ogahh 🥺 #vaksinasinasional #vaksinmembawadampakbaik",liat orang lg divaksin enak bgt pada buka hp buat selfiengeshoot video aq mah apa boro buka hp buka mata buat liat jarum aja ogahh  vaksinasinasional vaksinmembawadampakbaik,"['liat', 'orang', 'lg', 'divaksin', 'enak', 'bgt', 'pada', 'buka', 'hp', 'buat', 'selfiengeshoot', 'video', 'aq', 'mah', 'apa', 'boro', 'buka', 'hp', 'buka', 'mata', 'buat', 'liat', 'jarum', 'aja', 'ogahh', 'vaksinasinasional', 'vaksinmembawadampakbaik']",<FreqDist with 22 samples and 27 outcomes>,"['liat', 'lg', 'divaksin', 'bgt', 'buka', 'hp', 'selfiengeshoot', 'video', 'mah', 'boro', 'buka', 'hp', 'buka', 'liat', 'jarum', 'aja', 'ogahh', 'vaksinasinasional', 'vaksinmembawadampakbaik']","['liat', 'lagi', 'divaksin', 'banget', 'buka', 'ponsel', 'selfiengeshoot', 'video', 'mah', 'boro', 'buka', 'ponsel', 'buka', 'liat', 'jarum', 'aja', 'tidak', 'vaksinasinasional', 'vaksinmembawadampakbaik']","['liat', 'lagi', 'vaksin', 'banget', 'buka', 'ponsel', 'selfiengeshoot', 'video', 'mah', 'boro', 'buka', 'ponsel', 'buka', 'liat', 'jarum', 'aja', 'tidak', 'vaksinasinasional', 'vaksinmembawadampakbaik']"
